,fold_id,model_name,set,accuracy,precision,recall,f1
1664,232,stacked,train,0.9320388349514563,0.9183673469387755,0.9375,0.9278350515463918
1665,232,stacked,test,0.9038461538461539,0.9285714285714286,0.896551724137931,0.912280701754386
1666,233,stacked,train,0.9230769230769231,0.94,0.9038461538461539,0.9215686274509804
1667,233,stacked,test,0.9019607843137255,0.9166666666666666,0.88,0.8979591836734694
1668,234,stacked,train,0.9320388349514563,0.9361702127659575,0.9166666666666666,0.9263157894736843
1669,234,stacked,test,0.9038461538461539,0.9615384615384616,0.8620689655172413,0.9090909090909091
1670,235,stacked,train,0.9223300970873787,0.8928571428571429,0.9615384615384616,0.9259259259259259
1671,235,stacked,test,0.8653846153846154,0.8461538461538461,0.88,0.8627450980392156
1672,236,stacked,train,0.9519230769230769,0.9454545454545454,0.9629629629629629,0.9541284403669724
1673,236,stacked,test,0.9019607843137255,0.875,0.9130434782608695,0.8936170212765957
1674,237,stacked,train,0.883495145631068,0.8823529411764706,0.8823529411764706,0.8823529411764706
1675,237,stacked,test,0.9230769230769231,0.8928571428571429,0.9615384615384616,0.9259259259259259
1676,238,stacked,train,0.9320388349514563,0.9387755102040817,0.92,0.9292929292929293
1677,238,stacked,test,0.8846153846153846,0.92,0.8518518518518519,0.8846153846153846
1678,239,stacked,train,0.9711538461538461,0.9807692307692307,0.9622641509433962,0.9714285714285713
1679,239,stacked,test,0.9019607843137255,0.88,0.9166666666666666,0.8979591836734694
1680,240,stacked,train,0.9320388349514563,0.9090909090909091,0.9302325581395349,0.9195402298850575
1681,240,stacked,test,0.8653846153846154,0.9090909090909091,0.8823529411764706,0.8955223880597014
1682,241,stacked,train,0.9320388349514563,0.9444444444444444,0.9272727272727272,0.9357798165137615
1683,241,stacked,test,0.9230769230769231,0.9090909090909091,0.9090909090909091,0.9090909090909091
1684,242,stacked,train,0.9519230769230769,0.9322033898305084,0.9821428571428571,0.9565217391304348
1685,242,stacked,test,0.8823529411764706,0.8,0.9523809523809523,0.8695652173913043
1686,243,stacked,train,0.9029126213592233,0.8846153846153846,0.92,0.9019607843137256
1687,243,stacked,test,0.9230769230769231,0.896551724137931,0.9629629629629629,0.9285714285714286
1688,244,stacked,train,0.9223300970873787,0.9107142857142857,0.9444444444444444,0.9272727272727271
1689,244,stacked,test,0.9230769230769231,0.8518518518518519,1.0,0.92
1690,245,stacked,train,0.9423076923076923,0.94,0.94,0.94
1691,245,stacked,test,0.9019607843137255,0.9583333333333334,0.8518518518518519,0.9019607843137256
1692,246,stacked,train,0.9320388349514563,0.92,0.9387755102040817,0.9292929292929293
1693,246,stacked,test,0.8846153846153846,1.0,0.7857142857142857,0.88
1694,247,stacked,train,0.9611650485436893,0.96,0.96,0.96
1695,247,stacked,test,0.8846153846153846,0.8620689655172413,0.9259259259259259,0.8928571428571429
1696,248,stacked,train,0.9519230769230769,0.9464285714285714,0.9636363636363636,0.9549549549549549
1697,248,stacked,test,0.8627450980392157,0.8,0.9090909090909091,0.8510638297872342
1698,249,stacked,train,0.941747572815534,0.9574468085106383,0.9183673469387755,0.9375000000000001
1699,249,stacked,test,0.8846153846153846,0.8666666666666667,0.9285714285714286,0.896551724137931
1700,250,stacked,train,0.8932038834951457,0.8703703703703703,0.9215686274509803,0.8952380952380952
1701,250,stacked,test,0.9423076923076923,0.9259259259259259,0.9615384615384616,0.9433962264150944
1702,251,stacked,train,0.9711538461538461,0.9811320754716981,0.9629629629629629,0.9719626168224299
1703,251,stacked,test,0.7843137254901961,0.8333333333333334,0.6521739130434783,0.7317073170731708
1704,252,stacked,train,0.9514563106796117,0.94,0.9591836734693877,0.9494949494949495
1705,252,stacked,test,0.9038461538461539,1.0,0.8214285714285714,0.9019607843137255
1706,253,stacked,train,0.912621359223301,0.9166666666666666,0.8979591836734694,0.9072164948453607
1707,253,stacked,test,0.8846153846153846,0.8928571428571429,0.8928571428571429,0.8928571428571429
1708,254,stacked,train,0.9519230769230769,0.9636363636363636,0.9464285714285714,0.9549549549549549
1709,254,stacked,test,0.9019607843137255,0.8333333333333334,0.9523809523809523,0.888888888888889
1710,255,stacked,train,0.9029126213592233,0.9,0.9,0.9
1711,255,stacked,test,0.9038461538461539,0.8666666666666667,0.9629629629629629,0.912280701754386
1712,256,stacked,train,0.9223300970873787,0.9387755102040817,0.9019607843137255,0.92
1713,256,stacked,test,0.9038461538461539,0.9565217391304348,0.8461538461538461,0.8979591836734695
1714,257,stacked,train,0.9423076923076923,0.9433962264150944,0.9433962264150944,0.9433962264150944
1715,257,stacked,test,0.9215686274509803,0.8846153846153846,0.9583333333333334,0.9199999999999999
1716,258,stacked,train,0.9320388349514563,0.9245283018867925,0.9423076923076923,0.9333333333333333
1717,258,stacked,test,0.9423076923076923,0.9230769230769231,0.96,0.9411764705882353
1718,259,stacked,train,0.9320388349514563,0.9375,0.9183673469387755,0.9278350515463918
1719,259,stacked,test,0.9038461538461539,1.0,0.8214285714285714,0.9019607843137255
1720,260,stacked,train,0.9519230769230769,0.9285714285714286,0.9811320754716981,0.9541284403669724
1721,260,stacked,test,0.8431372549019608,0.7666666666666667,0.9583333333333334,0.8518518518518519
1722,261,stacked,train,0.883495145631068,0.8771929824561403,0.9090909090909091,0.8928571428571428
1723,261,stacked,test,0.9038461538461539,0.84,0.9545454545454546,0.8936170212765958
1724,262,stacked,train,0.9902912621359223,0.9787234042553191,1.0,0.989247311827957
1725,262,stacked,test,0.8653846153846154,0.9285714285714286,0.8387096774193549,0.8813559322033899
1726,263,stacked,train,0.8942307692307693,0.9038461538461539,0.8867924528301887,0.8952380952380953
1727,263,stacked,test,0.9019607843137255,0.9130434782608695,0.875,0.8936170212765957
1728,264,stacked,train,0.9320388349514563,0.9387755102040817,0.92,0.9292929292929293
1729,264,stacked,test,0.9038461538461539,0.8928571428571429,0.9259259259259259,0.9090909090909091
1730,265,stacked,train,0.9514563106796117,0.9387755102040817,0.9583333333333334,0.9484536082474228
1731,265,stacked,test,0.9038461538461539,1.0,0.8275862068965517,0.9056603773584906
1732,266,stacked,train,0.9519230769230769,0.9473684210526315,0.9642857142857143,0.9557522123893805
1733,266,stacked,test,0.8235294117647058,0.7142857142857143,0.9523809523809523,0.8163265306122449
