fold_id,model_name,set,accuracy,precision,recall,f1,auc
0,BernoulliNB,train,0.883495145631068,0.8360655737704918,0.9622641509433962,0.8947368421052632,0.9520754716981132
0,BernoulliNB,test,0.8653846153846154,0.7931034482758621,0.9583333333333334,0.8679245283018867,0.9226190476190476
1,BernoulliNB,train,0.883495145631068,0.8225806451612904,0.9807692307692308,0.8947368421052632,0.9377828054298644
1,BernoulliNB,test,0.8653846153846154,0.8214285714285714,0.92,0.8679245283018867,0.9362962962962964
2,BernoulliNB,train,0.8653846153846154,0.8070175438596491,0.9387755102040816,0.8679245283018868,0.9398886827458256
2,BernoulliNB,test,0.8823529411764706,0.84375,0.9642857142857144,0.8999999999999999,0.90527950310559
3,BernoulliNB,train,0.8640776699029126,0.8301886792452831,0.8979591836734694,0.8627450980392157,0.949546485260771
3,BernoulliNB,test,0.903846153846154,0.8484848484848485,1.0,0.9180327868852458,0.9352678571428572
4,BernoulliNB,train,0.8737864077669902,0.8275862068965517,0.9411764705882352,0.8807339449541284,0.943627450980392
4,BernoulliNB,test,0.8653846153846154,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.91198224852071
5,BernoulliNB,train,0.8653846153846154,0.8571428571428571,0.8888888888888888,0.8727272727272727,0.9338888888888888
5,BernoulliNB,test,0.8235294117647058,0.7916666666666666,0.8260869565217391,0.8085106382978724,0.9169254658385092
6,BernoulliNB,train,0.8640776699029126,0.8135593220338984,0.9411764705882352,0.8727272727272728,0.9602187028657616
6,BernoulliNB,test,0.8846153846153846,0.8333333333333334,0.9615384615384616,0.8928571428571429,0.9297337278106508
7,BernoulliNB,train,0.8640776699029126,0.847457627118644,0.9090909090909092,0.8771929824561402,0.9200757575757575
7,BernoulliNB,test,0.7692307692307693,0.7083333333333334,0.7727272727272727,0.7391304347826088,0.900757575757576
8,BernoulliNB,train,0.8942307692307693,0.8363636363636363,0.9583333333333334,0.8932038834951457,0.9332217261904762
8,BernoulliNB,test,0.9019607843137256,0.875,0.9655172413793104,0.9180327868852458,0.9224137931034484
9,BernoulliNB,train,0.9320388349514565,0.896551724137931,0.981132075471698,0.9369369369369368,0.9730188679245282
9,BernoulliNB,test,0.7307692307692307,0.631578947368421,1.0,0.7741935483870968,0.8556547619047619
10,BernoulliNB,train,0.8446601941747572,0.803921568627451,0.8723404255319149,0.8367346938775511,0.9105243161094224
10,BernoulliNB,test,0.7884615384615384,0.88,0.7333333333333333,0.8,0.9356060606060608
11,BernoulliNB,train,0.8365384615384616,0.8032786885245902,0.9074074074074074,0.8521739130434782,0.9177777777777778
11,BernoulliNB,test,0.9607843137254902,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9572981366459627
12,BernoulliNB,train,0.883495145631068,0.8305084745762712,0.9607843137254902,0.890909090909091,0.9498491704374056
12,BernoulliNB,test,0.8653846153846154,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.9622781065088756
13,BernoulliNB,train,0.883495145631068,0.8421052631578947,0.9411764705882352,0.8888888888888888,0.943627450980392
13,BernoulliNB,test,0.8653846153846154,0.7878787878787878,1.0,0.8813559322033898,0.9178994082840236
14,BernoulliNB,train,0.8461538461538461,0.8214285714285714,0.8846153846153846,0.8518518518518519,0.927699704142012
14,BernoulliNB,test,0.8431372549019608,0.8695652173913043,0.8,0.8333333333333333,0.933076923076923
15,BernoulliNB,train,0.9029126213592232,0.873015873015873,0.9649122807017544,0.9166666666666669,0.96395881006865
15,BernoulliNB,test,0.8076923076923077,0.6923076923076923,0.9,0.7826086956521738,0.85546875
16,BernoulliNB,train,0.8737864077669902,0.8181818181818182,0.9375,0.8737864077669902,0.95
16,BernoulliNB,test,0.8846153846153846,0.8709677419354839,0.9310344827586208,0.9,0.9557721139430284
17,BernoulliNB,train,0.8557692307692307,0.7931034482758621,0.9387755102040816,0.8598130841121495,0.9081632653061223
17,BernoulliNB,test,0.9215686274509804,0.875,1.0,0.9333333333333332,0.9906832298136646
18,BernoulliNB,train,0.8737864077669902,0.8387096774193549,0.9454545454545454,0.8888888888888888,0.9299242424242424
18,BernoulliNB,test,0.8846153846153846,0.7857142857142857,1.0,0.88,0.918939393939394
19,BernoulliNB,train,0.883495145631068,0.8103448275862069,0.9791666666666666,0.8867924528301887,0.95625
19,BernoulliNB,test,0.8653846153846154,0.84375,0.9310344827586208,0.8852459016393444,0.9212893553223388
20,BernoulliNB,train,0.875,0.8166666666666667,0.9607843137254902,0.882882882882883,0.9454310025897152
20,BernoulliNB,test,0.8823529411764706,0.8333333333333334,0.9615384615384616,0.8928571428571429,0.9723076923076924
