,fold_id,model_name,set,accuracy,precision,recall,f1,auc
1107,43,svc,test,0.88,0.8571428571428571,0.8727272727272727,0.8648648648648648,0.9129870129870131
1108,44,svc,train,0.948,0.96,0.9142857142857143,0.9365853658536586,0.9522824302134647
1109,44,svc,test,0.9274193548387096,0.8867924528301887,0.94,0.912621359223301,0.9379729729729729
1110,45,svc,train,0.927710843373494,0.9320388349514563,0.897196261682243,0.9142857142857143,0.9509345794392523
1111,45,svc,test,0.944,0.8867924528301887,0.9791666666666666,0.9306930693069307,0.949134199134199
1112,46,svc,train,0.9196787148594378,0.8962264150943396,0.9134615384615384,0.9047619047619048,0.9393567639257294
1113,46,svc,test,0.936,0.9056603773584906,0.9411764705882353,0.923076923076923,0.9700582935877053
1114,47,svc,train,0.944,0.9047619047619048,0.9595959595959596,0.9313725490196078,0.9643119941133186
1115,47,svc,test,0.8790322580645161,0.8727272727272727,0.8571428571428571,0.8648648648648648,0.890625
1116,48,svc,train,0.9317269076305221,0.9074074074074074,0.9333333333333333,0.9201877934272301,0.951058201058201
1117,48,svc,test,0.92,0.9,0.9,0.9,0.9193333333333334
1118,49,svc,train,0.9437751004016064,0.9306930693069307,0.9306930693069307,0.9306930693069307,0.9613326197484614
1119,49,svc,test,0.872,0.8166666666666667,0.9074074074074074,0.8596491228070176,0.9024517475221701
1120,50,svc,train,0.908,0.8785046728971962,0.9038461538461539,0.8909952606635071,0.9297615911485775
1121,50,svc,test,0.967741935483871,0.9607843137254902,0.9607843137254902,0.9607843137254902,0.978511952726296
1122,51,svc,train,0.9076305220883534,0.8796296296296297,0.9047619047619048,0.892018779342723,0.9414351851851852
1123,51,svc,test,0.944,0.9056603773584906,0.96,0.9320388349514563,0.9544
1124,52,svc,train,0.963855421686747,0.9595959595959596,0.95,0.9547738693467336,0.9741946308724833
1125,52,svc,test,0.904,0.9056603773584906,0.8727272727272727,0.8888888888888888,0.8914285714285715
1126,53,svc,train,0.928,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9399343185550082
1127,53,svc,test,0.9112903225806451,0.8545454545454545,0.94,0.8952380952380952,0.9609459459459461
1128,54,svc,train,0.9116465863453815,0.8878504672897196,0.9047619047619048,0.8962264150943396,0.9340608465608465
1129,54,svc,test,0.936,0.8888888888888888,0.96,0.923076923076923,0.9643999999999999
1130,55,svc,train,0.9598393574297188,0.9514563106796117,0.9514563106796117,0.9514563106796117,0.9752294188056922
1131,55,svc,test,0.88,0.8490566037735849,0.8653846153846154,0.8571428571428571,0.8702581664910432
1132,56,svc,train,0.932,0.9207920792079208,0.9117647058823529,0.9162561576354681,0.9409114997350292
1133,56,svc,test,0.9516129032258065,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9655859686420409
1134,57,svc,train,0.9196787148594378,0.9072164948453608,0.8888888888888888,0.8979591836734694,0.9338047138047139
1135,57,svc,test,0.944,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9736024844720497
1136,58,svc,train,0.9397590361445783,0.9181818181818182,0.9439252336448598,0.9308755760368663,0.959062787942609
1137,58,svc,test,0.88,0.8235294117647058,0.875,0.8484848484848485,0.9181547619047619
1138,59,svc,train,0.932,0.9065420560747663,0.9326923076923077,0.919431279620853,0.9525487355110642
1139,59,svc,test,0.9193548387096774,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9309696481332259
1140,60,svc,train,0.9558232931726908,0.9509803921568627,0.941747572815534,0.9463414634146341,0.9723367469078336
1141,60,svc,test,0.904,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8836933614330874
1142,61,svc,train,0.9236947791164659,0.8969072164948454,0.90625,0.9015544041450777,0.9333469498910676
1143,61,svc,test,0.936,0.9180327868852459,0.9491525423728814,0.9333333333333333,0.9725218284540319
1144,62,svc,train,0.916,0.8947368421052632,0.918918918918919,0.9066666666666667,0.9456866938881328
1145,62,svc,test,0.9274193548387096,0.8723404255319149,0.9318181818181818,0.9010989010989012,0.9384943181818182
1146,63,svc,train,0.9236947791164659,0.8910891089108911,0.9183673469387755,0.9045226130653267,0.9459048520070279
1147,63,svc,test,0.936,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.938467492260062
1148,64,svc,train,0.9437751004016064,0.9484536082474226,0.9108910891089109,0.9292929292929293,0.956984211934707
1149,64,svc,test,0.912,0.864406779661017,0.9444444444444444,0.9026548672566371,0.9246218049034951
1150,65,svc,train,0.936,0.9203539823008849,0.9369369369369369,0.9285714285714286,0.9450709702508263
1151,65,svc,test,0.9112903225806451,0.8666666666666667,0.8863636363636364,0.8764044943820225,0.9461647727272727
1152,66,svc,train,0.9437751004016064,0.9259259259259259,0.9433962264150944,0.9345794392523364,0.9621981791793113
1153,66,svc,test,0.904,0.8775510204081632,0.8775510204081632,0.8775510204081631,0.903061224489796
1154,67,svc,train,0.9236947791164659,0.9157894736842105,0.8877551020408163,0.9015544041450776,0.9369171509663468
1155,67,svc,test,0.928,0.875,0.9824561403508771,0.9256198347107438,0.9487874097007225
1156,68,svc,train,0.936,0.9166666666666666,0.9339622641509434,0.9252336448598131,0.9481132075471699
1157,68,svc,test,0.9112903225806451,0.9130434782608695,0.8571428571428571,0.8842105263157894,0.9496598639455782
1158,69,svc,train,0.9357429718875502,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9592175066312998
1159,69,svc,test,0.888,0.8245614035087719,0.9215686274509803,0.8703703703703703,0.9142819289878114
1160,70,svc,train,0.9357429718875502,0.9215686274509803,0.9215686274509803,0.9215686274509803,0.9513805522208884
1161,70,svc,test,0.928,0.9074074074074074,0.9245283018867925,0.9158878504672898,0.9365828092243187
1162,71,svc,train,0.928,0.9056603773584906,0.9230769230769231,0.9142857142857143,0.937368282402529
1163,71,svc,test,0.9516129032258065,0.9591836734693877,0.9215686274509803,0.9400000000000001,0.967365028203062
1164,72,svc,train,0.9317269076305221,0.9252336448598131,0.9166666666666666,0.9209302325581395,0.9426057262936696
1165,72,svc,test,0.952,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.9420349154391707
1166,73,svc,train,0.9477911646586346,0.93,0.9393939393939394,0.9346733668341709,0.94993265993266
1167,73,svc,test,0.888,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.9318064182194616
1168,74,svc,train,0.928,0.912621359223301,0.912621359223301,0.912621359223301,0.9464038042401427
1169,74,svc,test,0.9354838709677419,0.9074074074074074,0.9423076923076923,0.9245283018867925,0.9465811965811965
1170,75,svc,train,0.9477911646586346,0.9473684210526315,0.9183673469387755,0.9326424870466321,0.9560413569401272
1171,75,svc,test,0.912,0.8833333333333333,0.9298245614035088,0.905982905982906,0.915763673890609
1172,76,svc,train,0.9317269076305221,0.9142857142857143,0.9230769230769231,0.9186602870813396,0.9372679045092838
1173,76,svc,test,0.936,0.9215686274509803,0.9215686274509803,0.9215686274509803,0.9507154213036565
1174,77,svc,train,0.916,0.8849557522123894,0.9259259259259259,0.9049773755656108,0.9410537297861241
1175,77,svc,test,0.9274193548387096,0.8958333333333334,0.9148936170212766,0.9052631578947369,0.954959933683338
1176,78,svc,train,0.9317269076305221,0.9017857142857143,0.9439252336448598,0.9223744292237444,0.9383309201000395
1177,78,svc,test,0.896,0.8571428571428571,0.875,0.8659793814432989,0.9563041125541126
